gain
-0.08572987296
0.07019185774
1.573654717
2.357204763
-0.1573943059
-0.1257531024
-0.2600402385
-0.2515338499
-0.3628920523
0.8914997727
-0.2633656173
-0.4132352569
-1.688940326
13.37704576
0.310553523
-1.546730013
-0.9440611402
-0.4158208965
-0.03617141213
-0.03616109534
-0.3538180991
24.09014513
1.780137218
0.6230927122
0.2331150135
1.7045908
-0.1809458783
4.912021429
1.954330645
1.153216723
-1.323481577
11.67764872
-0.8009103782
1.773426278
2.193703916
13.5567907
0.7835027694
1.254292074
7.443664583
2.421142516
-0.2818608729
-3.81676847
-0.2664512149
-2.323962951
0.8775721925
-6.041902378
4.757986804
-2.094574628
-1.029078715
1.676735199
2.992523616
0.3264702497
5.297238241
1.459382798
1.392140079
-1.327390646
7.955829274
-3.588700903
0.6396578196
-7.455788373
0.7375781931
0.4647302021
-1.672920564
2.272551616
3.198649679
-5.394299729
-3.837712388
6.592510912
-0.5992789147
3.644008241
6.564555334
-0.7170178912
-4.719687382
-2.190287264
-0.6866107052
2.643115459
3.568322512
1.59342164
0.5959985651
1.448829529
-5.47794032
-0.9465395094
-0.5326773616
-0.6860784603
0.1999685492
0.447913904
0.2119745849
-0.2750746075
-0.5841865881
-5.632614262
4.917799879
-0.4010883955
-0.2896182972
-0.5547139852
2.052113397
3.112622766
0.2611975993
-1.933807101
-0.7510719165
0.09726650643
-0.6625300573
1.78935662
4.549313143
0.1697790519
-0.1271794595
-0.5113189022
-0.8309913006
0.2668931614
0.3099877023
-0.8410439384
-0.3516673419
-0.322472805
-0.2953011472
0.2113875761
-0.5811505345
3.082827187
-1.362488407
-0.6182000377
0.672522846
-0.04384074701
-0.02923570947
-0.8550642219
-0.6711344148
0.2633011616
-0.3228515844
-0.1172736491
-0.132107147
-0.2780996559
-0.0439297605
-0.2045894588
-1.377783366
0.02963683281
-0.2972493326
-0.04457199164
6.940737783
-0.1380633054
-0.1105727724
-0.06905963254
-0.8075611408
-0.1668057331
-0.08347248504
-0.5873053865
-0.2232430117
-0.7591651009
-0.447846107
-0.2384856232
-0.2797851654
-0.520295679
-0.919635943
-0.2514404985
-0.4034420517
-0.3630197306
-0.139428878
7.446002126
-1.072399996
0.1656917001
0.05100661802
0.2036110469
0.3832412449
0.2294172126
-0.1781168683
3.723661099
7.690098435
-0.4238879971
-0.3695490423
0.4074765017
-0.02628183453
-0.1579400595
-0.4063318481
-0.40798964
-0.2625245505
-0.07881943486
2.75379151
3.537633316
-0.02600437907
0.5045270048
0.02587979946
-1.430627436
-2.044291786
0.2052927277
-0.1537271242
-0.8396805425
0.4281077273
-0.1559183039
-0.2462837923
-0.05187612103
-0.09069474532
-0.3249624093
-0.2204935191
-0.2731182508
-0.1558206058
3.132008773
0.02516417171
-0.5566936211
-0.5285535203
0.5008628991
-0.2996258296
-1.649748189
-0.9054500996
0
0.1763702838
-0.1387689444
0
1.549695648
0.1789827015
-1.597620067
0.848162417
-0.1121310816
-0.1497319725
-0.2365274479
1.737025957
0.1470062092
17.42050323
-1.435827135
-1.415705487
-1.621599213
-0.4296217948
1.254462776
0.9717773623
-1.187849515
1.270486966
-0.1561322301
2.465089814
0.5550842289
-0.5388311476
-0.7733616403
-0.7599987087
3.104545104
0.3262483864
-0.8041405681
-0.8505401187
-0.3842251208
-1.061436975
-1.052748063
-0.3365365499
3.060858835
-1.025612801
0.0664307238
0.4863740481
0
-0.9820812093
0.4605803366
0.8340590599
4.894624267
1.621322364
-1.280265496
5.531581578
0.9022929651
-0.8942273272
-0.7751907877
-0.2127224233
-0.300646409
0.311319332
-0.2242625623
-0.3594586198
2.7125974
-0.42352146
7.213207807
-0.1481344405
-2.988407098
-3.782118862
-1.126460002
0.6150173754
-0.07033712965
-0.8196719899
2.52443645
0.8918761684
15.27307749
-3.118425237
11.43952944
-0.7425314931
-1.577630952
-0.2882915264
1.140019712
9.766131955
-1.596087645
-6.806206963
2.302475242
-2.454578303
-2.898261928
1.052840525
0.2037711664
1.246477092
-0.7151826109
-0.412144301
-0.01248763292
8.678382258
-0.2842832544
-0.6869668611
0.1203645269
-0.2182778919
0.5719285556
0.5800978977
-2.623038968
-3.568113687
2.365853183
0.9223383737
-0.960028935
1.025051474
